propertytype;listingtype;averagedailyrate;occupancyrateltm;numberofbookingsltm;numberofreviews;bedrooms;bathrooms;maxguests;cancellationpolicy;securitydeposit;cleaningfee;extrapeoplefee;publishednightlyrate;publishedmonthlyrate;publishedweeklyrate;minimumstay;numberofphotos;city_num;rating
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;200;20;;113;3164;791;1;6;75;
Apartment;Entire home/apt;119;1;5;10;1;1;2;Moderate;;25;;110;3080;770;2;21;32;4
Apartment;Entire home/apt;103;1;3;8;2;1;4;Strict;;10;10;90;2520;630;3;7;53;3
Apartment;Entire home/apt;;;0;0;1;2;5;Flexible;;;;300;8400;2100;1;8;75;
Apartment;Private room;87;0;1;30;1;2;2;Moderate;100;20;;59;1778;413;2;;75;3
House;Private room;99;0;3;2;1;1;2;Moderate;;25;;99;2772;693;1;26;23;4
House;Entire home/apt;197;1;7;12;3;2;5;Strict;300;100;;169;3900;900;3;36;8;4
Apartment;Entire home/apt;;;0;8;0;1;2;Moderate;100;15;10;159;4719;900;1;0;75;3
House;Entire home/apt;265;1;3;2;2;2;4;Moderate;500;120;;314;8792;2198;4;38;75;4
Apartment;Entire home/apt;103;1;2;2;0;1;2;Strict;500;80;;90;1411;600;5;6;8;
Apartment;Private room;98;1;7;10;1;3;2;Strict;;29;;109;3052;763;1;19;75;3
Apartment;Entire home/apt;75;1;7;4;10;8;16;Flexible;;;69;75;2100;525;1;10;75;3
House;Entire home/apt;525;1;1;1;3;3;6;Strict;500;300;;425;15400;3850;3;9;45;4
Cabin;Private room;176;0;7;19;1;1;2;Strict;300;;;175;2000;775;2;13;59;4
Apartment;Private room;;;0;1;1;1;2;Flexible;;;;150;4452;0;1;0;75;
House;Private room;40;0;1;0;1;1;1;Flexible;;;;40;1120;280;1;1;56;
Apartment;Entire home/apt;399;1;1;31;2;1;4;Strict;300;100;;199;5906;1393;1;;75;4
Apartment;Entire home/apt;;;0;36;1;1;6;Moderate;100;50;25;200;5936;0;2;0;75;3
House;Entire home/apt;;;0;13;5;3;10;Strict;500;250;;450;7950;3000;7;0;75;3
House;Private room;134;1;30;54;1;1;2;Moderate;200;50;;119;3332;833;3;14;75;4
Condominium;Entire home/apt;120;1;13;4;2;2;4;Moderate;;25;15;130;3640;910;6;12;68;4
House;Entire home/apt;193;1;2;0;1;1;2;Flexible;150;75;;85;2380;500;1;4;77;
House;Private room;101;1;9;7;1;1;2;Moderate;;25;;90;2671;630;2;6;8;3
Apartment;Private room;;;0;0;1;1;2;Moderate;;100;;66;1980;462;1;11;53;
Apartment;Entire home/apt;95;1;34;36;1;1;2;Moderate;95;40;;80;2240;510;2;21;53;4
House;Private room;;;0;3;1;1;2;Strict;;25;20;80;2382;0;3;0;53;4
House;Entire home/apt;349;1;18;14;4;3;6;Moderate;;;;400;11200;2800;1;23;32;3
Apartment;Private room;;;0;3;1;1;3;Flexible;;;50;135;3392;924;1;0;75;3
House;Private room;;;0;;1;2;2;Flexible;;;;45;1369;315;1;;33;
"Bed &amp; Breakfast";Private room;124;1;3;2;1;1;2;Strict;;25;;120;3562;840;2;21;57;
Apartment;Entire home/apt;408;0;14;11;2;3;4;Strict;1000;200;;358;12000;3000;2;20;7;4
Apartment;Entire home/apt;445;0;2;7;4;2;8;Strict;500;200;;388;11516;2716;3;;75;4
Apartment;Private room;;;0;5;1;1;2;Moderate;150;15;5;45;938;300;2;0;16;3
House;Entire home/apt;500;0;11;1;4;4;10;Super Strict 60 Days;;;;500;14000;3000;2;21;22;3
Apartment;Private room;62;1;6;7;1;1;2;Flexible;;15;10;60;1680;420;1;15;8;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;100;2800;700;1;3;75;
House;Entire home/apt;253;0;5;0;2;1;5;Flexible;;;;250;;;1;14;75;
House;Entire home/apt;556;1;11;9;5;4;8;Moderate;750;185;;700;19600;4900;3;10;8;4
Apartment;Private room;82;1;78;73;1;1;2;Flexible;;;20;90;2520;630;1;9;75;4
Cabin;Private room;48;1;3;18;1;2;2;Moderate;;10;;50;1400;350;1;14;72;4
Apartment;Entire home/apt;120;1;7;5;1;1;4;Moderate;750;60;20;110;3080;770;3;9;75;2
House;Private room;;;0;0;1;1;2;Flexible;;;;200;5600;1400;1;7;75;
Apartment;Private room;35;0;2;7;1;1;2;Flexible;350;;35;35;1000;220;1;8;75;4
House;Entire home/apt;273;1;21;1;4;3;7;Moderate;500;150;;500;14000;3500;2;26;56;4
Apartment;Entire home/apt;164;1;33;17;1;1;4;Moderate;150;90;;145;3900;650;2;9;75;2
Apartment;Entire home/apt;;;0;0;1;1;3;Strict;;;;165;4620;1155;2;14;69;
Apartment;Entire home/apt;;;0;3;2;1;6;Strict;100;50;30;168;4986;0;1;0;75;4
Apartment;Entire home/apt;280;0;2;3;1;1;2;Strict;250;100;50;230;6826;2300;3;3;75;4
Apartment;Entire home/apt;168;1;12;12;2;1;6;Moderate;;50;;150;4200;1050;1;15;8;4
Apartment;Entire home/apt;;;0;0;1;1;2;Strict;;;;175;4900;1225;4;13;75;
Loft;Entire home/apt;;;0;0;2;1;6;Flexible;100;15;10;79;2354;0;1;0;75;
House;Entire home/apt;;;0;0;4;3;8;Flexible;;;;350;10388;2100;1;0;82;
House;Private room;;;0;0;1;1;1;Flexible;;25;;50;752;340;1;0;53;
Apartment;Entire home/apt;105;0;2;1;1;1;2;Strict;;15;;95;2660;665;2;4;75;4
House;Entire home/apt;132;1;6;14;1;2;5;Flexible;1700;49;39;139;4126;699;1;34;6;4
House;Entire home/apt;144;1;2;11;2;1;6;Strict;500;60;10;99;3200;693;3;20;8;4
Apartment;Private room;98;0;1;0;1;1;2;Moderate;;50;;85;595;2380;3;4;75;
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;95;2034;600;0;0;75;
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;50;;85;2380;595;10;8;53;
House;Entire home/apt;400;1;7;1;3;3;4;Strict;2500;150;;400;10000;2500;10;17;75;4
Apartment;Private room;115;0;1;0;1;1;1;Flexible;200;40;;100;2800;700;2;8;75;
Apartment;Private room;140;0;2;1;1;1;1;Flexible;;45;;125;3500;875;2;4;75;4
Apartment;Entire home/apt;229;1;9;3;3;1;5;Strict;300;160;;219;6132;1533;14;44;8;3
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;80;2240;560;1;2;77;
Apartment;Private room;51;1;3;3;1;1;3;Flexible;;20;;49;1372;343;1;1;27;4
Apartment;Private room;104;0;1;0;1;1;2;Flexible;1000;25;;100;2800;700;11;5;75;
Apartment;Entire home/apt;116;1;12;25;1;1;4;Moderate;;50;25;108;725;3024;1;25;53;4
House;Private room;134;1;23;20;1;1;3;Moderate;;30;;125;2200;750;1;22;47;4
Apartment;Entire home/apt;130;1;19;7;0;1;2;Moderate;;85;;125;2650;750;5;7;8;2
Apartment;Entire home/apt;154;0;14;4;1;1;4;Strict;;100;;122;3416;854;1;14;75;2
House;Private room;;;0;0;1;2;3;Flexible;;75;;59;1778;0;1;0;16;
Apartment;Entire home/apt;162;0;4;0;0;1;1;Strict;100;75;;125;3500;875;3;3;75;
Loft;Shared room;53;1;32;26;1;1;1;Moderate;;10;;54;1250;350;4;4;75;2
Apartment;Entire home/apt;105;1;2;0;1;1;2;Flexible;;;;85;2380;595;1;5;53;
"Bed &amp; Breakfast";Entire home/apt;743;0;14;6;5;5;10;Strict;300;;;775;21700;5425;2;17;35;4
Apartment;Private room;75;0;4;6;1;1;2;Moderate;;;;60;1680;420;3;3;75;4
Apartment;Entire home/apt;351;1;43;6;2;1;5;Moderate;;44;;377;7888;1988;1;19;75;4
Apartment;Private room;113;0;4;1;1;2;2;Moderate;;75;25;100;2800;700;2;12;75;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;75;2100;525;1;6;;
Apartment;Entire home/apt;;;0;1;1;1;2;Moderate;200;50;;180;5040;1260;3;9;75;4
House;Entire home/apt;292;0;23;20;2;1;4;Strict;;80;;285;7980;1995;2;13;17;4
House;Private room;70;1;19;10;1;3;2;Strict;300;30;20;80;2200;560;2;46;46;3
Apartment;Private room;138;1;54;54;1;1;1;Moderate;;50;25;125;2700;725;3;12;75;4
Apartment;Shared room;;;0;0;1;1;1;Flexible;;;;1000;28000;7000;1;1;75;
Apartment;Entire home/apt;;;0;1;3;3;6;Flexible;1000;250;;600;16800;4200;5;14;75;4
House;Entire home/apt;;;0;0;5;4;7;Flexible;500;100;;500;14000;3500;3;31;75;
Apartment;Entire home/apt;;;0;20;3;2;6;Moderate;1000;300;;699;20746;0;2;0;75;4
Apartment;Private room;109;1;34;44;1;1;1;Moderate;;25;;120;3000;600;2;7;75;2
Apartment;Entire home/apt;;;0;;1;1;2;Flexible;;;;200;5936;1400;1;;75;
Apartment;Entire home/apt;;;0;0;2;2;8;Flexible;;25;;354;2478;9912;1;6;75;
House;Private room;100;0;1;0;1;1;2;Moderate;;;20;100;2800;700;2;1;53;
House;Private room;90;1;8;14;1;1;2;Flexible;;30;;88;2464;616;2;13;75;4
Apartment;Private room;123;1;9;12;1;1;2;Moderate;100;70;40;75;2100;525;;30;75;2
Apartment;Entire home/apt;;;0;0;1;1;4;Flexible;;150;;350;9800;2450;1;9;75;
Apartment;Entire home/apt;;;0;3;2;1;4;Moderate;250;85;;242;7183;1380;1;10;75;3
Apartment;Entire home/apt;;;0;0;0;1;2;Flexible;;;;160;4749;0;23;0;75;
Apartment;Entire home/apt;317;0;4;8;1;1;2;Moderate;500;100;;225;6678;1500;4;14;75;3
House;Private room;117;0;4;1;1;2;2;Strict;95;50;;99;2938;693;1;13;75;
Apartment;Entire home/apt;282;1;19;4;1;1;3;Strict;250;150;;225;6300;1575;2;6;75;4
Apartment;Private room;;;0;6;1;1;1;Strict;150;25;;125;2137;750;1;0;75;4
House;Entire home/apt;206;0;8;7;2;1;5;Strict;750;85;;140;3920;980;2;51;42;3
House;Entire home/apt;;;0;0;2;2;5;Flexible;2000;200;;999;27972;6993;3;6;75;
House;Private room;116;1;88;89;1;1;2;Flexible;;;;115;1785;1050;1;22;75;4
House;Entire home/apt;187;1;12;83;1;1;5;Moderate;200;75;20;180;4000;1200;5;14;75;3
Apartment;Shared room;;;0;0;1;1;1;Strict;100;33;;26;808;0;1;0;75;
Apartment;Entire home/apt;;;0;;1;1;3;Flexible;;;;140;4155;1197;3;;75;
Apartment;Entire home/apt;130;0;1;0;1;1;2;Moderate;;25;;126;3528;882;1;2;75;
Apartment;Private room;;;0;0;1;1;1;Strict;150;25;;69;1932;483;3;4;75;
Apartment;Entire home/apt;447;1;37;15;3;2;8;Strict;250;139;;300;8400;2100;2;39;75;2
Apartment;Entire home/apt;1000;1;0;5;2;1;4;Flexible;150;75;20;1000;30000;7000;2;23;75;3
Apartment;Entire home/apt;;;0;6;1;1;2;Moderate;;40;;165;3392;1150;2;0;75;4
Apartment;Entire home/apt;217;1;1;0;3;2;4;Flexible;800;180;;194;5432;1358;7;19;1;
Apartment;Entire home/apt;;;0;4;0;1;2;Moderate;100;60;;180;3553;956;5;8;75;3
House;Private room;60;0;16;8;1;1;2;Flexible;;15;25;55;1540;385;2;10;3;4
Villa;Entire home/apt;;;0;0;0;1;5;Moderate;900;50;;135;3780;945;2;16;68;
House;Private room;54;1;21;21;1;1;1;Strict;300;50;;50;1400;350;3;12;68;4
Apartment;Private room;;;0;0;1;1;4;Flexible;;20;;100;2800;700;1;6;75;
House;Entire home/apt;332;1;1;1;3;3;5;Moderate;;150;;315;8820;2000;3;12;75;2
Apartment;Entire home/apt;;;0;3;1;1;4;Moderate;;;;200;5936;0;2;0;75;4
Apartment;Private room;44;1;7;2;1;1;1;Flexible;;10;;50;1400;350;1;8;53;2
Apartment;Entire home/apt;462;1;29;10;4;2;10;Strict;500;175;;499;10999;3299;3;36;75;3
Apartment;Entire home/apt;94;1;42;88;1;1;3;Strict;250;90;25;85;2380;595;2;21;69;4
House;Entire home/apt;215;1;22;10;2;2;6;Strict;2500;100;;166;5000;1200;1;9;44;1
House;Private room;;;0;;1;1;2;Flexible;;;;83;1516;450;1;;69;
Apartment;Private room;204;1;1;0;1;1;1;Flexible;;50;;250;3180;940;1;20;75;
House;Shared room;68;0;2;0;1;1;1;Strict;750;110;;60;1931;450;5;15;44;
Apartment;Entire home/apt;;;0;0;2;2;6;Moderate;200;50;;625;17500;4375;3;9;30;
Apartment;Private room;;;0;0;1;1;3;Moderate;;40;;95;2660;665;3;10;75;
House;Shared room;62;0;6;5;1;3;6;Moderate;200;50;50;50;1600;425;3;9;75;4
House;Entire home/apt;251;1;33;16;3;2;9;Moderate;250;25;5;250;5700;1700;1;31;57;3
House;Private room;115;0;1;2;1;1;2;Flexible;;40;;95;1700;500;1;4;45;4
House;Entire home/apt;274;1;3;0;3;2;6;Moderate;500;125;;260;7280;1820;7;13;75;
House;Shared room;42;1;16;22;1;2;9;Strict;300;30;50;35;1200;245;2;10;19;4
House;Entire home/apt;;;0;0;4;3;8;Flexible;;;;1500;42000;10500;1;3;79;
House;Entire home/apt;;;0;0;2;1;4;Strict;200;40;;100;2800;700;4;29;53;
Apartment;Shared room;20;0;2;0;1;1;1;Flexible;;;;20;560;140;1;1;75;
Other;Private room;;;0;0;1;1;2;Flexible;;;;800;22400;5600;1;1;75;
House;Private room;77;1;44;28;1;1;2;Flexible;;50;20;85;987;280;1;6;75;4
Apartment;Entire home/apt;;;0;0;0;1;1;Flexible;;;;159;4719;1113;5;6;75;
House;Entire home/apt;;;0;0;3;2;7;Flexible;;;;800;22400;5600;1;7;74;
House;Private room;78;0;1;0;1;1;1;Moderate;150;66;;59;1652;413;1;3;30;
Apartment;Entire home/apt;388;0;2;4;1;1;2;Moderate;500;60;;450;12600;3150;3;11;75;4
Other;Private room;;;0;0;1;1;2;Flexible;;;;199;5572;1393;1;1;75;
Apartment;Private room;;;0;1;1;1;2;Flexible;;;;80;2382;0;1;0;7;
Condominium;Entire home/apt;188;1;4;2;1;1;3;Moderate;400;50;10;100;2800;700;2;9;75;4
Apartment;Entire home/apt;1050;1;1;0;3;1;5;Flexible;;;;295;8260;2065;4;19;75;
Apartment;Entire home/apt;186;1;119;197;0;1;3;Moderate;100;65;;129;3612;903;1;15;75;4
Apartment;Entire home/apt;275;0;12;0;2;1;4;Flexible;300;68;;244;7242;1708;2;18;75;4
Apartment;Private room;248;0;6;3;1;1;2;Flexible;;;;211;5908;1477;1;12;75;4
Apartment;Entire home/apt;;;0;0;1;1;4;Flexible;;;;499;13972;3493;2;4;75;
House;Private room;70;1;12;6;1;1;2;Flexible;;;;70;1960;450;2;10;8;4
House;Private room;165;1;50;55;1;1;1;Strict;100;35;25;163;4564;1141;2;13;75;4
House;Private room;54;1;6;9;1;1;2;Flexible;;20;;50;1400;350;1;2;8;3
Apartment;Entire home/apt;157;1;61;48;0;1;2;Moderate;500;75;;150;3612;1023;3;12;75;4
Apartment;Private room;109;1;2;5;1;1;1;Moderate;200;30;;99;2938;693;3;1;75;4
House;Private room;78;1;22;17;1;1;2;Moderate;;35;30;70;1800;460;2;32;53;4
Apartment;Entire home/apt;;;0;0;2;1;2;Moderate;100;100;;150;4200;1050;2;30;75;
Apartment;Private room;77;1;14;24;1;3;2;Strict;;29;;90;2520;630;1;27;75;4
House;Shared room;;;0;0;1;1;1;Flexible;;;;41;1148;287;1;1;31;
Apartment;Entire home/apt;283;1;12;8;1;1;2;Moderate;;40;;380;10640;1380;1;9;75;4
Apartment;Entire home/apt;;;0;1;1;1;2;Moderate;200;50;;175;4000;1200;2;5;75;4
Apartment;Entire home/apt;278;0;2;5;0;1;2;Strict;;;;249;60000;1599;2;4;75;4
House;Private room;;;0;;1;1;2;Flexible;;;;128;3799;896;1;;79;
Condominium;Private room;129;0;17;30;1;1;2;Flexible;;25;15;95;2350;695;2;16;32;4
Apartment;Entire home/apt;225;1;2;0;2;1;4;Moderate;;;;225;6678;1575;3;5;75;
Apartment;Entire home/apt;209;1;5;1;0;1;2;Moderate;;91;;203;3612;1129;4;9;75;4
House;Entire home/apt;138;1;32;2;1;1;5;Moderate;;;10;135;2001;790;1;8;79;4
House;Private room;118;0;7;17;1;1;2;Strict;150;50;25;126;3528;882;1;18;27;4
Apartment;Entire home/apt;;;0;0;1;1;4;Flexible;;;;130;910;3640;9;3;75;
House;Private room;40;1;14;14;1;2;1;Flexible;;5;;45;1260;315;1;5;53;3
Apartment;Private room;31;1;2;1;1;1;1;Flexible;95;;;38;1064;266;1;3;8;
Apartment;Private room;148;0;2;4;1;1;2;Flexible;;;;148;4144;1036;1;1;75;4
House;Private room;49;1;3;16;1;1;2;Flexible;250;;;55;1540;385;1;10;18;4
Apartment;Entire home/apt;;;0;0;1;1;3;Strict;;50;;100;2800;500;3;1;53;
House;Entire home/apt;;;0;0;1;1;2;Flexible;;29;;169;4732;1183;1;9;75;
House;Private room;92;1;5;3;1;1;2;Moderate;;100;;60;1680;420;5;13;73;4
Apartment;Private room;;;0;1;1;1;1;Moderate;;;;80;1516;500;0;0;75;
Apartment;Private room;98;0;1;1;1;1;1;Flexible;;25;;95;2660;665;3;6;75;4
Apartment;Shared room;;;0;;1;1;2;Flexible;;;;90;1620;875;3;;75;
Apartment;Entire home/apt;;;0;1;1;1;4;Flexible;;;;149;3074;953;3;0;75;
Apartment;Private room;;;0;9;1;1;1;Strict;;;;75;1568;475;2;0;75;3
Apartment;Shared room;;;0;0;1;1;1;Flexible;;;;30;715;0;1;0;75;
Townhouse;Private room;;;0;0;1;2;2;Flexible;150;50;;155;4340;1085;2;13;84;
House;Entire home/apt;95;1;3;3;0;1;1;Flexible;;;;95;2660;665;1;10;53;4
Apartment;Entire home/apt;;;0;0;2;1;4;Flexible;500;100;;150;4452;140;10;0;8;
Bungalow;Entire home/apt;105;1;54;37;0;1;2;Moderate;;50;;89;2492;750;1;14;8;3
House;Entire home/apt;272;1;1;1;3;3;7;Flexible;;150;;295;8260;1600;4;43;8;4
Apartment;Private room;;;0;;1;2;2;Flexible;;40;35;125;3710;875;1;;75;
Other;Entire home/apt;115;1;55;97;1;1;2;Moderate;;;;115;2400;650;3;22;8;4
Apartment;Entire home/apt;109;1;10;12;1;1;2;Moderate;200;75;;115;3220;805;2;25;53;4
Apartment;Entire home/apt;273;1;6;0;1;2;2;Strict;1000;100;;280;7840;1960;7;22;75;
Apartment;Entire home/apt;72;0;1;0;1;1;3;Flexible;100;;;72;;;2;11;83;
Condominium;Entire home/apt;718;0;1;0;2;2;4;Strict;;200;;698;9990;3499;2;18;75;
Apartment;Private room;72;1;43;37;1;0;2;Flexible;;;10;80;2240;560;1;5;73;4
Apartment;Entire home/apt;90;0;3;0;1;1;2;Moderate;;25;;126;3528;882;1;2;75;
Apartment;Entire home/apt;790;0;13;11;4;3;8;Moderate;;150;100;699;25000;4893;1;50;75;3
Apartment;Private room;;;0;18;1;1;1;Moderate;;;;149;4422;1099;2;0;75;3
House;Entire home/apt;;;0;0;5;3;8;Flexible;500;140;;299;8372;2093;2;12;28;
Villa;Entire home/apt;291;0;4;4;3;2;8;Strict;500;200;;229;6412;1603;3;25;50;1
Apartment;Entire home/apt;92;1;12;45;0;1;2;Moderate;;25;15;65;1820;455;3;21;53;4
Apartment;Entire home/apt;;;0;3;0;1;2;Flexible;;;20;65;1951;0;1;0;27;4
Apartment;Private room;142;0;5;5;1;2;2;Flexible;;;20;130;3640;910;2;33;75;3
House;Private room;43;0;1;0;1;2;2;Moderate;;;6;43;1204;301;4;10;53;
Boat;Entire home/apt;396;1;55;10;2;2;4;Flexible;200;60;10;325;9100;1700;2;13;68;4
Apartment;Entire home/apt;;;0;83;1;1;3;Strict;;30;45;97;2879;0;0;0;75;
Apartment;Private room;94;0;1;1;1;1;2;Strict;;10;;91;2548;637;1;3;75;
House;Entire home/apt;;;0;10;3;3;5;Moderate;1000;150;20;250;6243;1645;7;0;8;3
Apartment;Private room;48;0;1;0;1;1;2;Flexible;;;;48;336;1344;1;2;8;
House;Entire home/apt;515;0;13;8;2;2;5;Super Strict 60 Days;200;110;;465;13020;2390;2;37;22;4
House;Private room;108;0;10;11;1;1;1;Strict;175;45;;95;2660;665;5;10;75;4
Townhouse;Shared room;50;1;67;35;1;1;1;Flexible;;;;55;1540;385;2;27;75;3
Apartment;Entire home/apt;;;0;12;2;2;6;Moderate;;100;;800;6000;2400;2;14;75;4
Apartment;Entire home/apt;145;1;7;3;1;1;4;Moderate;;30;;157;4396;1099;1;14;53;4
Apartment;Entire home/apt;126;1;28;61;1;1;2;Moderate;350;50;;95;3150;725;3;18;75;4
Apartment;Entire home/apt;122;1;47;44;1;1;3;Moderate;200;50;25;103;2884;725;2;10;28;4
House;Private room;;;0;0;1;1;1;Flexible;100;10;;75;2100;525;5;8;75;
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;800;22400;5600;1;1;75;
Apartment;Private room;97;1;4;21;1;1;2;Strict;;125;32;95;1995;665;3;30;75;4
Apartment;Shared room;;;0;0;1;1;1;Flexible;;;;65;1820;455;1;3;75;
Apartment;Entire home/apt;;;0;0;4;3;10;Flexible;600;150;;849;23772;5943;2;1;75;
Apartment;Private room;;;0;22;1;1;2;Moderate;200;;;175;3498;0;2;0;75;4
Apartment;Entire home/apt;328;0;4;45;1;2;2;Moderate;450;80;40;340;5000;1750;30;15;75;4
Apartment;Shared room;199;0;2;3;1;1;2;Flexible;;;;199;5572;1000;1;4;75;4
House;Entire home/apt;;;0;0;4;3;10;Flexible;;;;500;14000;3500;4;28;49;
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;85;2380;595;1;2;75;
House;Private room;;;0;1;1;2;2;Strict;100;40;;72;2016;504;3;6;75;4
House;Entire home/apt;236;0;4;2;3;2;6;Strict;500;150;;220;5280;1320;5;24;6;3
Apartment;Shared room;58;1;6;2;1;2;4;Flexible;100;50;65;65;1820;455;4;10;75;4
Townhouse;Private room;111;1;5;8;1;1;1;Moderate;500;30;;119;3332;833;4;8;75;4
House;Entire home/apt;132;1;52;126;2;1;4;Moderate;100;60;10;130;2950;775;3;26;75;4
Apartment;Private room;169;0;3;38;1;1;2;Flexible;;;;150;4187;1100;3;;75;3
Apartment;Entire home/apt;251;1;8;2;2;1;5;Strict;250;60;;260;7280;1820;4;41;75;2
House;Entire home/apt;217;1;5;2;3;1;7;Moderate;552;121;;166;4637;1159;2;19;8;2
House;Entire home/apt;165;0;4;0;3;2;6;Moderate;;;;165;4620;1000;1;13;68;
Apartment;Entire home/apt;;;0;0;2;1;4;Flexible;;50;;280;7840;1960;1;9;75;
Apartment;Entire home/apt;;;0;0;1;1;3;Moderate;;;;95;2820;0;1;0;53;
Apartment;Shared room;37;1;4;0;1;1;1;Flexible;;;;35;980;245;1;7;75;
House;Entire home/apt;407;1;3;1;4;3;6;Strict;500;100;;295;6500;2000;4;31;68;4
Dorm;Shared room;;;0;8;1;2;6;Flexible;100;8;39;39;1193;0;3;0;75;3
"Bed &amp; Breakfast";Shared room;;;0;0;1;1;2;Flexible;;;;3500;98000;24500;1;1;75;
House;Private room;128;1;12;23;1;1;1;Moderate;300;75;;99;2772;693;2;27;75;3
Apartment;Private room;;;0;0;1;1;1;Flexible;;;;225;6300;1575;1;2;75;
House;Private room;;;0;0;1;1;2;Flexible;;;;100;2800;700;3;5;8;
House;Private room;126;1;53;216;1;1;3;Moderate;300;;30;125;3500;800;4;30;75;4
Condominium;Entire home/apt;324;1;4;4;1;1;2;Strict;;50;;275;7700;1925;2;9;75;4
Apartment;Private room;96;1;16;12;1;2;2;Flexible;;50;;99;2772;693;2;14;75;4
House;Entire home/apt;;;0;0;5;6;12;Strict;1500;;;3700;103600;25900;1;19;41;
Apartment;Entire home/apt;150;1;1;;1;1;3;Flexible;;;;150;4452;1050;1;;75;
House;Shared room;39;0;4;2;1;2;4;Moderate;;5;35;29;812;203;2;25;75;4
Apartment;Private room;93;1;40;28;1;2;2;Moderate;200;35;;90;2520;500;2;6;75;2
Apartment;Entire home/apt;;;0;0;2;2;6;Flexible;;;;2000;56000;14000;1;8;75;
Apartment;Entire home/apt;151;0;9;12;1;1;2;Moderate;;50;;125;3710;875;2;7;75;1
House;Entire home/apt;132;1;0;0;2;1;4;Strict;1000;125;;180;3200;875;14;12;8;
Apartment;Entire home/apt;154;0;2;3;1;1;2;Strict;;30;;140;3920;980;1;13;68;4
House;Private room;;;0;0;1;2;2;Flexible;;;;75;2100;525;1;5;78;
Apartment;Entire home/apt;270;1;34;20;2;1;4;Moderate;250;100;50;250;5000;1500;2;16;75;3
House;Entire home/apt;700;1;1;0;2;1;6;Flexible;;;;300;8400;5000;2;27;75;
Apartment;Entire home/apt;;;0;0;1;1;3;Flexible;;;;125;3500;875;15;1;75;
Apartment;Entire home/apt;243;1;78;190;1;1;3;Strict;200;60;;245;6860;1715;2;10;75;4
House;Entire home/apt;366;1;5;10;5;2;9;Strict;500;100;10;300;8400;2500;4;46;75;2
Apartment;Entire home/apt;;;0;3;2;1;4;Strict;200;75;;350;9800;2450;2;14;75;4
House;Entire home/apt;800;0;3;0;3;1;4;Flexible;;;;800;22400;5600;1;18;77;
House;Private room;;;0;2;1;1;1;Moderate;;15;;46;1288;322;1;2;38;4
Apartment;Entire home/apt;375;0;1;12;2;2;3;Moderate;300;100;;350;7420;2500;2;;75;4
Apartment;Entire home/apt;207;1;22;20;1;1;2;Moderate;100;15;;190;5639;1330;2;17;75;3
Apartment;Private room;;;0;0;1;1;2;Moderate;;;;130;3180;1000;0;0;75;
Apartment;Entire home/apt;;;0;7;1;1;1;Strict;;60;;150;3689;886;1;4;75;4
House;Entire home/apt;405;0;12;9;3;2;6;Strict;300;130;30;350;9800;1950;3;21;45;4
House;Private room;178;0;12;20;1;1;2;Flexible;;;;188;5264;1316;2;50;75;4
Other;Entire home/apt;427;0;61;39;2;1;6;Moderate;500;150;25;400;7000;2000;2;10;9;4
House;Shared room;45;1;0;;1;1;1;Strict;;;;45;991;300;3;;75;
Apartment;Entire home/apt;;;0;1;3;2;8;Strict;500;150;;380;11278;0;5;0;75;
House;Private room;57;0;16;6;1;2;1;Flexible;;15;;60;1680;420;1;4;82;3
Apartment;Entire home/apt;124;1;102;284;1;1;2;Strict;135;60;;99;2650;975;2;14;75;4
House;Private room;89;1;0;4;1;1;2;Strict;100;40;15;85;2380;595;1;13;53;4
Apartment;Entire home/apt;;;0;4;1;1;3;Strict;150;80;;59;1778;400;3;0;53;3
House;Private room;52;1;6;1;1;1;2;Flexible;;20;10;50;1400;300;1;14;8;4
"Bed &amp; Breakfast";Private room;;;0;3;1;0;2;Flexible;;;;110;3265;0;1;0;;4
Apartment;Shared room;26;1;3;1;1;1;1;Flexible;100;;;26;728;182;3;6;8;2
House;Private room;50;1;11;17;1;1;1;Strict;;;;55;1200;315;2;10;69;4
House;Private room;61;1;23;13;1;1;3;Moderate;250;;20;59;1652;349;2;11;14;3
Apartment;Entire home/apt;133;0;24;8;0;1;2;Moderate;150;50;;145;4060;700;4;14;53;4
Apartment;Entire home/apt;161;1;13;12;0;1;1;Strict;1300;120;;126;2606;851;3;17;75;2
Apartment;Private room;81;0;2;9;1;1;2;Moderate;;22;;76;2128;532;2;8;75;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;300;8400;2100;3;4;75;
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;225;6678;0;2;0;75;
Apartment;Private room;;;0;0;1;1;2;Strict;100;79;;100;2800;700;1;49;75;
Apartment;Private room;105;1;4;6;1;2;2;Moderate;150;25;;95;2660;665;1;12;75;3
Apartment;Private room;70;1;2;0;1;1;2;Flexible;;;;70;1960;490;5;9;53;
Apartment;Entire home/apt;;;0;0;1;1;1;Moderate;;60;;130;3858;0;5;0;75;
